model,layer,family,condition,n_pairs,direction_consistency,pc1_var_ratio,analogy_acc,direction_consistency_ci_lo,direction_consistency_ci_hi,analogy_acc_ci_lo,analogy_acc_ci_hi
google/gemma-4-E2B,22,agent_er,morphemic,25,0.6812988866712295,0.5375537980052981,0.8,,,,
google/gemma-4-E2B,22,agent_er,delta,25,0.01851322735304739,0.3173193639084918,0.44000000000000006,-0.05659661913472025,0.0940446947755888,0.2,0.68
google/gemma-4-E2B,22,cedilla,native,13,0.48493941598179846,0.407054530760055,0.6153846153846154,,,,
google/gemma-4-E2B,22,cedilla,morphemic,13,0.47125833013471097,0.4130380648224861,0.6923076923076923,,,,
google/gemma-4-E2B,22,cedilla,delta,13,-0.013681085847087493,0.005983534062431128,0.07692307692307687,-0.10139741309397446,0.06910857387316591,-0.15384615384615385,0.3096153846153829
google/gemma-4-E2B,22,dim_et,native,30,0.432073844409055,0.3505917519129401,0.7,,,,
google/gemma-4-E2B,22,dim_et,morphemic,30,0.424171239824215,0.41658006538989667,0.6666666666666666,,,,
google/gemma-4-E2B,22,dim_et,delta,30,-0.00790260458483999,0.06598831347695655,-0.033333333333333326,-0.06957331494987808,0.05609337916916419,-0.2,0.13333333333333333
google/gemma-4-E2B,22,gem_lla,native,12,0.532215959379694,0.3220576843319515,1.0,,,,
google/gemma-4-E2B,22,gem_lla,morphemic,12,0.5751912691813954,0.5412087664024358,1.0,,,,
google/gemma-4-E2B,22,gem_lla,delta,12,0.04297530980170139,0.21915108207048428,0.0,-0.11734541488653467,0.20463991059902395,0.0,0.0
google/gemma-4-E2B,22,gender_a,native,25,0.3810213380435571,0.2574763008916944,0.72,,,,
google/gemma-4-E2B,22,gender_a,morphemic,25,0.5275270034749711,0.32731643442353525,0.84,,,,
google/gemma-4-E2B,22,gender_a,delta,25,0.14650566543141397,0.06984013353184088,0.12,0.040443394400147194,0.20868314520289158,-0.08,0.32
google/gemma-4-E2B,22,ly,native,40,0.7282183824684564,0.18754123453307855,0.25,,,,
google/gemma-4-E2B,22,ly,morphemic,40,0.7473011505700878,0.2591993579071102,0.875,,,,
google/gemma-4-E2B,22,ly,delta,40,0.019082768101631453,0.07165812337403163,0.625,-0.020186127834601976,0.0495379362754437,0.425,0.8
google/gemma-4-E2B,22,ment,native,40,0.6342723441152954,0.15125805759473554,0.8,,,,
google/gemma-4-E2B,22,ment,morphemic,40,0.6457779683471789,0.21623000288889851,0.575,,,,
google/gemma-4-E2B,22,ment,delta,40,0.011505624231883504,0.06497194529416297,-0.2250000000000001,-0.02532493383998141,0.05038719182148881,-0.4,-0.025
google/gemma-4-E2B,22,nom_cio,native,24,0.6428973046643737,0.24265075913046724,0.7083333333333334,,,,
google/gemma-4-E2B,22,nom_cio,morphemic,24,0.5628618567258311,0.21489277075705576,0.75,,,,
google/gemma-4-E2B,22,nom_cio,delta,24,-0.08003544793854256,-0.02775798837341148,0.04166666666666663,-0.11815884785370982,-0.030599341666400794,-0.16666666666666666,0.25
google/gemma-4-E2B,22,nom_tion,native,25,0.6700459386235457,0.2584186311353795,0.56,,,,
google/gemma-4-E2B,22,nom_tion,morphemic,25,0.6623886660200603,0.4190242439691357,0.44,,,,
google/gemma-4-E2B,22,nom_tion,delta,25,-0.0076572726034853655,0.16060561283375618,-0.12000000000000005,-0.10209639370212631,0.06874846825686604,-0.36,0.16
google/gemma-4-E2B,22,ny,native,12,0.4907260561239872,0.3935273019606056,0.6666666666666666,,,,
google/gemma-4-E2B,22,ny,morphemic,12,0.5577169138195822,0.4478065534459778,0.8333333333333334,,,,
google/gemma-4-E2B,22,ny,delta,12,0.06699085769559504,0.054279251485372215,0.16666666666666674,-0.033581628526952394,0.14993680144485796,-0.16666666666666666,0.5
google/gemma-4-E2B,22,plural,native,30,0.5073832056820131,0.31802642338276693,0.5666666666666667,,,,
google/gemma-4-E2B,22,plural,morphemic,30,0.6605180085832145,0.32600654592873707,1.0,,,,
google/gemma-4-E2B,22,plural,delta,30,0.1531348029012014,0.007980122545970136,0.43333333333333335,0.07722552845649308,0.2099038631528645,0.26666666666666666,0.6
google/gemma-4-E2B,22,plural_s,native,30,0.7699996215727858,0.4144271484818931,0.7333333333333333,,,,
google/gemma-4-E2B,22,plural_s,morphemic,30,0.8025657187419497,0.2638793611378371,0.9333333333333333,,,,
google/gemma-4-E2B,22,plural_s,delta,30,0.03256609716916392,-0.150547787344056,0.20000000000000007,-0.015068819974255196,0.07701236311867717,0.03333333333333333,0.36666666666666664
google/gemma-4-E2B,22,verb_em,native,25,0.605922240473117,0.24068437717544067,0.52,,,,
google/gemma-4-E2B,22,verb_em,morphemic,25,0.5967701572180283,0.25428393163626106,0.64,,,,
google/gemma-4-E2B,22,verb_em,delta,25,-0.009152083255088761,0.013599554460820396,0.12,-0.03880651169399517,0.021321019965205846,-0.040999999999999946,0.28
Qwen/Qwen2-1.5B,7,agent_dor,native,25,0.6965520937890566,0.13978761407889595,1.0,,,,
Qwen/Qwen2-1.5B,7,agent_dor,morphemic,25,0.6962055134202053,0.19604000367021604,0.96,,,,
Qwen/Qwen2-1.5B,7,agent_dor,delta,25,-0.0003465803688512681,0.05625238959132009,-0.040000000000000036,,,,
Qwen/Qwen2-1.5B,7,agent_er,native,25,0.6152558858963326,0.093949983870335,1.0,,,,
Qwen/Qwen2-1.5B,7,agent_er,morphemic,25,0.675240992937375,0.1575161651993164,1.0,,,,
Qwen/Qwen2-1.5B,7,agent_er,delta,25,0.05998510704104243,0.06356618132898141,0.0,,,,
Qwen/Qwen2-1.5B,7,cedilla,native,13,0.5471410921872333,0.286786506824236,0.8461538461538461,,,,
Qwen/Qwen2-1.5B,7,cedilla,morphemic,13,0.5400381381191864,0.29437570249093153,1.0,,,,
Qwen/Qwen2-1.5B,7,cedilla,delta,13,-0.007102954068046841,0.007589195666695525,0.15384615384615385,,,,
Qwen/Qwen2-1.5B,7,dim_et,native,30,0.4265924273600868,0.1266687807263827,1.0,,,,
Qwen/Qwen2-1.5B,7,dim_et,morphemic,30,0.5040618847288887,0.12423587271484254,1.0,,,,
Qwen/Qwen2-1.5B,7,dim_et,delta,30,0.0774694573688019,-0.002432908011540169,0.0,,,,
Qwen/Qwen2-1.5B,7,gem_lla,native,12,0.504641964026402,0.2627695566251893,1.0,,,,
Qwen/Qwen2-1.5B,7,gem_lla,morphemic,12,0.6016676223678573,0.27700886102624334,1.0,,,,
Qwen/Qwen2-1.5B,7,gem_lla,delta,12,0.09702565834145527,0.014239304401054032,0.0,,,,
Qwen/Qwen2-1.5B,7,gender_a,native,25,0.420124453602212,0.15242657497278606,1.0,,,,
Qwen/Qwen2-1.5B,7,gender_a,morphemic,25,0.5311939748049301,0.16910408213418202,1.0,,,,
Qwen/Qwen2-1.5B,7,gender_a,delta,25,0.11106952120271812,0.01667750716139596,0.0,,,,
Qwen/Qwen2-1.5B,7,ly,native,40,0.6791892064284679,0.10098878701395803,1.0,,,,
Qwen/Qwen2-1.5B,7,ly,morphemic,40,0.7322381863711027,0.13488851941219246,1.0,,,,
Qwen/Qwen2-1.5B,7,ly,delta,40,0.0530489799426348,0.03389973239823443,0.0,,,,
Qwen/Qwen2-1.5B,7,ment,native,40,0.5938546926868187,0.12588831624736893,1.0,,,,
Qwen/Qwen2-1.5B,7,ment,morphemic,40,0.5755394769758428,0.10277707269803031,1.0,,,,
Qwen/Qwen2-1.5B,7,ment,delta,40,-0.01831521571097583,-0.02311124354933862,0.0,,,,
Qwen/Qwen2-1.5B,7,nom_cio,native,24,0.842547500783725,0.15762758472119068,1.0,,,,
Qwen/Qwen2-1.5B,7,nom_cio,morphemic,24,0.7669412464935416,0.1375653814638877,1.0,,,,
Qwen/Qwen2-1.5B,7,nom_cio,delta,24,-0.07560625429018342,-0.020062203257302985,0.0,,,,
Qwen/Qwen2-1.5B,7,nom_tion,native,25,0.6486886690797599,0.11026367192105462,1.0,,,,
Qwen/Qwen2-1.5B,7,nom_tion,morphemic,25,0.629366968662273,0.11108677578272984,1.0,,,,
Qwen/Qwen2-1.5B,7,nom_tion,delta,25,-0.01932170041748682,0.0008231038616752229,0.0,,,,
Qwen/Qwen2-1.5B,7,ny,native,12,0.48909837627253455,0.23580974029869928,1.0,,,,
Qwen/Qwen2-1.5B,7,ny,morphemic,12,0.6100390695565896,0.22087625866180777,1.0,,,,
Qwen/Qwen2-1.5B,7,ny,delta,12,0.12094069328405505,-0.01493348163689151,0.0,,,,
Qwen/Qwen2-1.5B,7,plural,native,30,0.47006210759296285,0.1577058571245063,1.0,,,,
Qwen/Qwen2-1.5B,7,plural,morphemic,30,0.6079041907650794,0.15999358207685435,1.0,,,,
Qwen/Qwen2-1.5B,7,plural,delta,30,0.13784208317211655,0.0022877249523480525,0.0,,,,
Qwen/Qwen2-1.5B,7,plural_s,native,30,0.7453471080305394,0.09260444985674242,1.0,,,,
Qwen/Qwen2-1.5B,7,plural_s,morphemic,30,0.7975187530992172,0.11817105687832687,1.0,,,,
Qwen/Qwen2-1.5B,7,plural_s,delta,30,0.052171645068677774,0.025566607021584448,0.0,,,,
Qwen/Qwen2-1.5B,7,verb_em,native,25,0.6168643491462761,0.16529731851794546,1.0,,,,
Qwen/Qwen2-1.5B,7,verb_em,morphemic,25,0.6679569941727757,0.16594639499763464,1.0,,,,
Qwen/Qwen2-1.5B,7,verb_em,delta,25,0.05109264502649957,0.0006490764796891757,0.0,,,,
Qwen/Qwen2-1.5B,17,agent_dor,native,25,0.7207300744894528,0.16817706624619577,1.0,,,,
Qwen/Qwen2-1.5B,17,agent_dor,morphemic,25,0.7312444589978994,0.232593450032233,0.96,,,,
Qwen/Qwen2-1.5B,17,agent_dor,delta,25,0.01051438450844655,0.06441638378603723,-0.040000000000000036,,,,
Qwen/Qwen2-1.5B,17,agent_er,native,25,0.6635471782120552,0.10852652991224361,1.0,,,,
Qwen/Qwen2-1.5B,17,agent_er,morphemic,25,0.7583950488434265,0.21044341594620458,1.0,,,,
Qwen/Qwen2-1.5B,17,agent_er,delta,25,0.09484787063137123,0.10191688603396097,0.0,,,,
Qwen/Qwen2-1.5B,17,cedilla,native,13,0.5632293545991767,0.3062165932331696,0.9230769230769231,,,,
Qwen/Qwen2-1.5B,17,cedilla,morphemic,13,0.5480532217744294,0.28717259743373497,1.0,,,,
Qwen/Qwen2-1.5B,17,cedilla,delta,13,-0.01517613282474728,-0.01904399579943461,0.07692307692307687,,,,
Qwen/Qwen2-1.5B,17,dim_et,native,30,0.49627472031207226,0.1369853599195696,0.9666666666666667,,,,
Qwen/Qwen2-1.5B,17,dim_et,morphemic,30,0.5792106684876944,0.1530931573795065,1.0,,,,
Qwen/Qwen2-1.5B,17,dim_et,delta,30,0.08293594817562217,0.0161077974599369,0.033333333333333326,,,,
Qwen/Qwen2-1.5B,17,gem_lla,native,12,0.5276631037479455,0.23834543228227356,1.0,,,,
Qwen/Qwen2-1.5B,17,gem_lla,morphemic,12,0.6306886887100788,0.2622130514084315,1.0,,,,
Qwen/Qwen2-1.5B,17,gem_lla,delta,12,0.10302558496213332,0.023867619126157924,0.0,,,,
Qwen/Qwen2-1.5B,17,gender_a,native,25,0.4644310101026208,0.14431456905970447,1.0,,,,
Qwen/Qwen2-1.5B,17,gender_a,morphemic,25,0.6082696655459313,0.1757008541965352,1.0,,,,
Qwen/Qwen2-1.5B,17,gender_a,delta,25,0.14383865544331054,0.03138628513683073,0.0,,,,
Qwen/Qwen2-1.5B,17,ly,native,40,0.7076777722647367,0.16905095323512034,0.975,,,,
Qwen/Qwen2-1.5B,17,ly,morphemic,40,0.7789347251751132,0.16766895104400628,1.0,,,,
Qwen/Qwen2-1.5B,17,ly,delta,40,0.07125695291037648,-0.0013820021911140623,0.025000000000000022,,,,
Qwen/Qwen2-1.5B,17,ment,native,40,0.6020751027231042,0.14391943987723332,1.0,,,,
Qwen/Qwen2-1.5B,17,ment,morphemic,40,0.6042202899059081,0.11916573871770247,1.0,,,,
Qwen/Qwen2-1.5B,17,ment,delta,40,0.002145187182803987,-0.02475370115953085,0.0,,,,
Qwen/Qwen2-1.5B,17,nom_cio,native,24,0.8541263415444851,0.2099463958601677,1.0,,,,
Qwen/Qwen2-1.5B,17,nom_cio,morphemic,24,0.752935078255863,0.1568984450391009,1.0,,,,
Qwen/Qwen2-1.5B,17,nom_cio,delta,24,-0.10119126328862205,-0.05304795082106681,0.0,,,,
Qwen/Qwen2-1.5B,17,nom_tion,native,25,0.683051693655435,0.13348554286484401,1.0,,,,
Qwen/Qwen2-1.5B,17,nom_tion,morphemic,25,0.7132508308067389,0.15487284035601312,1.0,,,,
Qwen/Qwen2-1.5B,17,nom_tion,delta,25,0.030199137151303845,0.021387297491169105,0.0,,,,
Qwen/Qwen2-1.5B,17,ny,native,12,0.5153438649742269,0.2285127314140079,1.0,,,,
Qwen/Qwen2-1.5B,17,ny,morphemic,12,0.639341064368654,0.2714743419984106,1.0,,,,
Qwen/Qwen2-1.5B,17,ny,delta,12,0.1239971993944271,0.042961610584402676,0.0,,,,
Qwen/Qwen2-1.5B,17,plural,native,30,0.5066899329993844,0.16820642885674947,1.0,,,,
Qwen/Qwen2-1.5B,17,plural,morphemic,30,0.6911942820347499,0.1908412715925453,1.0,,,,
Qwen/Qwen2-1.5B,17,plural,delta,30,0.1845043490353655,0.02263484273579583,0.0,,,,
Qwen/Qwen2-1.5B,17,plural_s,native,30,0.8110767381792916,0.12785221389300075,1.0,,,,
Qwen/Qwen2-1.5B,17,plural_s,morphemic,30,0.8746797887424453,0.1457269013036835,1.0,,,,
Qwen/Qwen2-1.5B,17,plural_s,delta,30,0.06360305056315374,0.017874687410682738,0.0,,,,
Qwen/Qwen2-1.5B,17,verb_em,native,25,0.6709312040333089,0.19318461416185065,1.0,,,,
Qwen/Qwen2-1.5B,17,verb_em,morphemic,25,0.7062128197051838,0.19198691988451402,1.0,,,,
Qwen/Qwen2-1.5B,17,verb_em,delta,25,0.03528161567187493,-0.001197694277336625,0.0,,,,
Qwen/Qwen2-1.5B,26,agent_dor,native,25,0.6869053828708338,0.28009472816428654,0.96,,,,
Qwen/Qwen2-1.5B,26,agent_dor,morphemic,25,0.6318604164240521,0.20633219206402492,0.92,,,,
Qwen/Qwen2-1.5B,26,agent_dor,delta,25,-0.055044966446781696,-0.07376253610026162,-0.039999999999999925,-0.11484230229132496,0.016564970708890337,-0.16,0.08
Qwen/Qwen2-1.5B,26,agent_er,native,25,0.6117711397324068,0.1316862863945729,1.0,,,,
Qwen/Qwen2-1.5B,26,agent_er,morphemic,25,0.6264467708911821,0.3278051149600557,0.84,,,,
Qwen/Qwen2-1.5B,26,agent_er,delta,25,0.014675631158775237,0.19611882856548282,-0.16000000000000003,-0.05300854619104236,0.07532923890576958,-0.32,-0.04
Qwen/Qwen2-1.5B,26,cedilla,native,13,0.5076874045487897,0.29163269802233605,0.7692307692307693,,,,
Qwen/Qwen2-1.5B,26,cedilla,morphemic,13,0.4588257104094694,0.3528247455065682,0.8461538461538461,,,,
Qwen/Qwen2-1.5B,26,cedilla,delta,13,-0.04886169413932029,0.06119204748423218,0.07692307692307687,-0.09436313639642584,0.018422255556009532,0.0,0.23076923076923078
Qwen/Qwen2-1.5B,26,dim_et,native,30,0.37993262179091497,0.14158503492785496,0.8666666666666667,,,,
Qwen/Qwen2-1.5B,26,dim_et,morphemic,30,0.45936889438785755,0.19353941305004593,0.9333333333333333,,,,
Qwen/Qwen2-1.5B,26,dim_et,delta,30,0.07943627259694258,0.051954378122190975,0.06666666666666665,0.026450891542425387,0.11781232292308443,-0.06666666666666667,0.2
Qwen/Qwen2-1.5B,26,gem_lla,native,12,0.5094268877251925,0.24846790465675872,1.0,,,,
Qwen/Qwen2-1.5B,26,gem_lla,morphemic,12,0.5722398699639607,0.2725788865200921,1.0,,,,
Qwen/Qwen2-1.5B,26,gem_lla,delta,12,0.06281298223876819,0.02411098186333338,0.0,-0.021115647472665623,0.12990086889548427,0.0,0.0
Qwen/Qwen2-1.5B,26,gender_a,native,25,0.4419446318599484,0.15518347748862546,0.96,,,,
Qwen/Qwen2-1.5B,26,gender_a,morphemic,25,0.5422817514687653,0.1899680429270232,0.96,,,,
Qwen/Qwen2-1.5B,26,gender_a,delta,25,0.10033711960881692,0.03478456543839775,0.0,0.010387194459431317,0.16955713830189983,-0.12,0.12
Qwen/Qwen2-1.5B,26,ly,native,40,0.6248175296160489,0.12987031601357704,0.925,,,,
Qwen/Qwen2-1.5B,26,ly,morphemic,40,0.6737144067411668,0.19495719539049877,0.95,,,,
Qwen/Qwen2-1.5B,26,ly,delta,40,0.04889687712511792,0.06508687937692173,0.02499999999999991,0.004494723033781504,0.08409433461767,-0.075,0.125
Qwen/Qwen2-1.5B,26,ment,native,40,0.4776069198095662,0.164571637169649,0.85,,,,
Qwen/Qwen2-1.5B,26,ment,morphemic,40,0.5133983746364245,0.1428054512873181,0.975,,,,
Qwen/Qwen2-1.5B,26,ment,delta,40,0.03579145482685825,-0.021766185882330896,0.125,-0.013946552565479726,0.08193748079285426,0.0,0.25
Qwen/Qwen2-1.5B,26,nom_cio,native,24,0.8760634579801927,0.2667246213027118,0.9583333333333334,,,,
Qwen/Qwen2-1.5B,26,nom_cio,morphemic,24,0.6987756595420637,0.14677721030603505,0.8333333333333334,,,,
Qwen/Qwen2-1.5B,26,nom_cio,delta,24,-0.17728779843812903,-0.11994741099667675,-0.125,-0.22457124953222332,-0.10867238860289623,-0.2916666666666667,0.041666666666666664
Qwen/Qwen2-1.5B,26,nom_tion,native,25,0.6346242834432079,0.18513917436592447,1.0,,,,
Qwen/Qwen2-1.5B,26,nom_tion,morphemic,25,0.5966483123430263,0.2101294550148061,0.92,,,,
Qwen/Qwen2-1.5B,26,nom_tion,delta,25,-0.03797597110018158,0.02499028064888162,-0.07999999999999996,-0.09682755886867925,0.024451840757965262,-0.2,0.0
Qwen/Qwen2-1.5B,26,ny,native,12,0.477164610790626,0.287311054167518,1.0,,,,
Qwen/Qwen2-1.5B,26,ny,morphemic,12,0.5437971287644415,0.3796609655729757,1.0,,,,
Qwen/Qwen2-1.5B,26,ny,delta,12,0.06663251797381553,0.09234991140545767,0.0,-0.01291233272240991,0.1408677702339184,0.0,0.0
Qwen/Qwen2-1.5B,26,plural,native,30,0.42288815937187146,0.13821760980263012,0.9333333333333333,,,,
Qwen/Qwen2-1.5B,26,plural,morphemic,30,0.5906728125603445,0.1553578317396469,1.0,,,,
Qwen/Qwen2-1.5B,26,plural,delta,30,0.16778465318847308,0.01714022193701678,0.06666666666666665,0.10440396633457817,0.1997769616128567,0.0,0.16666666666666666
Qwen/Qwen2-1.5B,26,plural_s,native,30,0.6856206930054632,0.12314011963587944,1.0,,,,
Qwen/Qwen2-1.5B,26,plural_s,morphemic,30,0.7394351645017616,0.18570505374310645,1.0,,,,
Qwen/Qwen2-1.5B,26,plural_s,delta,30,0.053814471496298366,0.06256493410722701,0.0,0.02308980924975083,0.07640850250627293,0.0,0.0
Qwen/Qwen2-1.5B,26,verb_em,native,25,0.6814708105206659,0.19696537841535414,0.8,,,,
Qwen/Qwen2-1.5B,26,verb_em,morphemic,25,0.7147916704337693,0.22342772074693837,0.96,,,,
Qwen/Qwen2-1.5B,26,verb_em,delta,25,0.03332085991310341,0.026462342331584232,0.15999999999999992,-0.021884148091814777,0.07805512203070504,0.04,0.32
Qwen/Qwen3.5-4B-Base,9,agent_dor,native,25,0.6695371802576389,0.20263073059137307,0.96,,,,
Qwen/Qwen3.5-4B-Base,9,agent_dor,morphemic,25,0.6833189876217445,0.14500975234743346,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,agent_dor,delta,25,0.013781807364105614,-0.05762097824393961,0.040000000000000036,,,,
Qwen/Qwen3.5-4B-Base,9,agent_er,native,25,0.6733839029301094,0.1167680240264505,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,agent_er,morphemic,25,0.7345108869240907,0.1713621849883574,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,agent_er,delta,25,0.06112698399398131,0.05459416096190689,0.0,,,,
Qwen/Qwen3.5-4B-Base,9,cedilla,native,13,0.5169396891265376,0.20426948320798202,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,cedilla,morphemic,13,0.5832593271582007,0.2195240995543328,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,cedilla,delta,13,0.06631963803166308,0.01525461634635078,0.0,,,,
Qwen/Qwen3.5-4B-Base,9,dim_et,native,30,0.47755482575749697,0.14201822971485462,0.9666666666666667,,,,
Qwen/Qwen3.5-4B-Base,9,dim_et,morphemic,30,0.5553591855856153,0.1493963473556907,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,dim_et,delta,30,0.07780435982811829,0.007378117640836096,0.033333333333333326,,,,
Qwen/Qwen3.5-4B-Base,9,gem_lla,native,12,0.5714150428012675,0.22859284893700793,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,gem_lla,morphemic,12,0.6470030304087961,0.2245785560184663,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,gem_lla,delta,12,0.0755879876075286,-0.004014292918541634,0.0,,,,
Qwen/Qwen3.5-4B-Base,9,gender_a,native,25,0.48653769072479763,0.16540413196445572,0.96,,,,
Qwen/Qwen3.5-4B-Base,9,gender_a,morphemic,25,0.6122494836281619,0.17840414619981618,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,gender_a,delta,25,0.12571179290336426,0.013000014235360458,0.040000000000000036,,,,
Qwen/Qwen3.5-4B-Base,9,ly,native,40,0.7129548295192478,0.14365520597333664,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,ly,morphemic,40,0.7446073634000347,0.1838377750406809,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,ly,delta,40,0.031652533880786926,0.04018256906734427,0.0,,,,
Qwen/Qwen3.5-4B-Base,9,ment,native,40,0.5896768152307021,0.10624420232007581,0.975,,,,
Qwen/Qwen3.5-4B-Base,9,ment,morphemic,40,0.6053756417077669,0.13651604374018825,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,ment,delta,40,0.015698826477064776,0.03027184142011244,0.025000000000000022,,,,
Qwen/Qwen3.5-4B-Base,9,nom_cio,native,24,0.7117272828532922,0.14070235328712846,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,nom_cio,morphemic,24,0.7248902484772547,0.12263716760665959,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,nom_cio,delta,24,0.013162965623962464,-0.018065185680468873,0.0,,,,
Qwen/Qwen3.5-4B-Base,9,nom_tion,native,25,0.6975276903669437,0.12069862577098556,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,nom_tion,morphemic,25,0.7327343517245377,0.13437369829085688,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,nom_tion,delta,25,0.03520666135759398,0.013675072519871323,0.0,,,,
Qwen/Qwen3.5-4B-Base,9,ny,native,12,0.5237309508842602,0.19104018536740072,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,ny,morphemic,12,0.6047715579799097,0.23204040674559334,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,ny,delta,12,0.08104060709564942,0.04100022137819262,0.0,,,,
Qwen/Qwen3.5-4B-Base,9,plural,native,30,0.5194032926388835,0.19136782509458328,0.9666666666666667,,,,
Qwen/Qwen3.5-4B-Base,9,plural,morphemic,30,0.6647142883072227,0.11550989756269302,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,plural,delta,30,0.14531099566833916,-0.07585792753189026,0.033333333333333326,,,,
Qwen/Qwen3.5-4B-Base,9,plural_s,native,30,0.7943269007834322,0.09859977434373483,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,plural_s,morphemic,30,0.830019209747319,0.16740274277485415,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,plural_s,delta,30,0.035692308963886865,0.06880296843111931,0.0,,,,
Qwen/Qwen3.5-4B-Base,9,verb_em,native,25,0.6914913672543256,0.1785055674206709,0.92,,,,
Qwen/Qwen3.5-4B-Base,9,verb_em,morphemic,25,0.7122743737986633,0.17724397118814322,1.0,,,,
Qwen/Qwen3.5-4B-Base,9,verb_em,delta,25,0.020783006544337734,-0.0012615962325276675,0.07999999999999996,,,,
Qwen/Qwen3.5-4B-Base,22,agent_dor,native,25,0.6833956345519576,0.2126443356109511,0.96,,,,
Qwen/Qwen3.5-4B-Base,22,agent_dor,morphemic,25,0.6881035679355253,0.1583232955271014,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,agent_dor,delta,25,0.004707933383567675,-0.05432104008384972,0.040000000000000036,,,,
Qwen/Qwen3.5-4B-Base,22,agent_er,native,25,0.6908949347114641,0.13290372885879537,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,agent_er,morphemic,25,0.7233951143695275,0.263293210107012,0.96,,,,
Qwen/Qwen3.5-4B-Base,22,agent_er,delta,25,0.0325001796580634,0.13038948124821664,-0.040000000000000036,,,,
