model,layer,family,condition,n_pairs,direction_consistency,pc1_var_ratio,analogy_acc,direction_consistency_ci_lo,direction_consistency_ci_hi,analogy_acc_ci_lo,analogy_acc_ci_hi
Qwen/Qwen3.5-4B-Base,22,cedilla,native,13,0.5092545196529368,0.25759136212852407,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,cedilla,morphemic,13,0.549855925696182,0.28309640836428257,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,cedilla,delta,13,0.04060140604324525,0.0255050462357585,0.0,,,,
Qwen/Qwen3.5-4B-Base,22,dim_et,native,30,0.48884065067033894,0.19978529921481192,0.9666666666666667,,,,
Qwen/Qwen3.5-4B-Base,22,dim_et,morphemic,30,0.5653217420995643,0.2429839761954586,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,dim_et,delta,30,0.07648109142922538,0.043198676980646694,0.033333333333333326,,,,
Qwen/Qwen3.5-4B-Base,22,gem_lla,native,12,0.5446370783136,0.2692070654833733,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,gem_lla,morphemic,12,0.6368086523519445,0.42355640429617364,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,gem_lla,delta,12,0.09217157403834453,0.15434933881280033,0.0,,,,
Qwen/Qwen3.5-4B-Base,22,gender_a,native,25,0.4906579257572535,0.1798400636026483,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,gender_a,morphemic,25,0.6174019848901569,0.2213323470991868,0.96,,,,
Qwen/Qwen3.5-4B-Base,22,gender_a,delta,25,0.12674405913290337,0.04149228349653852,-0.040000000000000036,,,,
Qwen/Qwen3.5-4B-Base,22,ly,native,40,0.7150791235227907,0.1520285224334742,0.975,,,,
Qwen/Qwen3.5-4B-Base,22,ly,morphemic,40,0.724029179447734,0.2240634603690918,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,ly,delta,40,0.008950055924943356,0.0720349379356176,0.025000000000000022,,,,
Qwen/Qwen3.5-4B-Base,22,ment,native,40,0.5745056972152431,0.14977602831466563,0.975,,,,
Qwen/Qwen3.5-4B-Base,22,ment,morphemic,40,0.6064310690233142,0.16359002393260283,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,ment,delta,40,0.03192537180807109,0.013813995617937197,0.025000000000000022,,,,
Qwen/Qwen3.5-4B-Base,22,nom_cio,native,24,0.7618330171370916,0.15450954247636123,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,nom_cio,morphemic,24,0.7587222713021564,0.130966244455437,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,nom_cio,delta,24,-0.0031107458349352024,-0.023543298020924225,0.0,,,,
Qwen/Qwen3.5-4B-Base,22,nom_tion,native,25,0.7075206446498575,0.15779430159207664,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,nom_tion,morphemic,25,0.7160312051250506,0.22330829819461337,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,nom_tion,delta,25,0.008510560475193052,0.06551399660253673,0.0,,,,
Qwen/Qwen3.5-4B-Base,22,ny,native,12,0.4870237474372126,0.2741295574658473,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,ny,morphemic,12,0.5643300536245833,0.3492873774977993,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,ny,delta,12,0.07730630618737072,0.07515782003195204,0.0,,,,
Qwen/Qwen3.5-4B-Base,22,plural,native,30,0.5052120189096205,0.17230356866844815,0.9666666666666667,,,,
Qwen/Qwen3.5-4B-Base,22,plural,morphemic,30,0.6733100231734618,0.14462309468920365,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,plural,delta,30,0.16809800426384125,-0.027680473979244502,0.033333333333333326,,,,
Qwen/Qwen3.5-4B-Base,22,plural_s,native,30,0.7739359522613617,0.15617617252803914,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,plural_s,morphemic,30,0.8078783719577102,0.17619674543225855,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,plural_s,delta,30,0.03394241969634848,0.020020572904219408,0.0,,,,
Qwen/Qwen3.5-4B-Base,22,verb_em,native,25,0.7007705789798799,0.20770744283926187,0.92,,,,
Qwen/Qwen3.5-4B-Base,22,verb_em,morphemic,25,0.7111725290383041,0.20593918762791785,1.0,,,,
Qwen/Qwen3.5-4B-Base,22,verb_em,delta,25,0.010401950058424148,-0.001768255211344022,0.07999999999999996,,,,
Qwen/Qwen3.5-4B-Base,32,agent_dor,native,25,0.5998187636912863,0.3100469598968642,0.76,,,,
Qwen/Qwen3.5-4B-Base,32,agent_dor,morphemic,25,0.609036851384345,0.23924173379143626,0.92,,,,
Qwen/Qwen3.5-4B-Base,32,agent_dor,delta,25,0.009218087693058763,-0.07080522610542794,0.16000000000000003,-0.06929121461231896,0.08757903946395945,0.0,0.36
Qwen/Qwen3.5-4B-Base,32,agent_er,native,25,0.6300984139996876,0.14322422275180402,0.84,,,,
Qwen/Qwen3.5-4B-Base,32,agent_er,morphemic,25,0.6208945816621467,0.4580951051690231,0.8,,,,
Qwen/Qwen3.5-4B-Base,32,agent_er,delta,25,-0.009203832337540852,0.31487088241721906,-0.039999999999999925,-0.06525322905090865,0.049233831228680774,-0.24,0.16
Qwen/Qwen3.5-4B-Base,32,cedilla,native,13,0.43173206107307244,0.40695164223362673,0.38461538461538464,,,,
Qwen/Qwen3.5-4B-Base,32,cedilla,morphemic,13,0.45739025958962237,0.43426995619405234,0.7692307692307693,,,,
Qwen/Qwen3.5-4B-Base,32,cedilla,delta,13,0.025658198516549935,0.02731831396042561,0.38461538461538464,-0.05202430219744174,0.09587133326571222,0.15384615384615385,0.6923076923076923
Qwen/Qwen3.5-4B-Base,32,dim_et,native,30,0.3584379870335843,0.2737849443042009,0.6666666666666666,,,,
Qwen/Qwen3.5-4B-Base,32,dim_et,morphemic,30,0.4243418267101685,0.3633528835581874,0.8666666666666667,,,,
Qwen/Qwen3.5-4B-Base,32,dim_et,delta,30,0.0659038396765842,0.08956793925398648,0.20000000000000007,-4.169783988509549e-05,0.12471394070403294,0.03333333333333333,0.36666666666666664
Qwen/Qwen3.5-4B-Base,32,gem_lla,native,12,0.5002797029678212,0.28809048086157496,1.0,,,,
Qwen/Qwen3.5-4B-Base,32,gem_lla,morphemic,12,0.5742860785230967,0.3746549408302055,1.0,,,,
Qwen/Qwen3.5-4B-Base,32,gem_lla,delta,12,0.07400637555527545,0.08656445996863055,0.0,-0.0853562358294362,0.20821381749023854,0.0,0.0
Qwen/Qwen3.5-4B-Base,32,gender_a,native,25,0.4964042398047357,0.18706057680548147,0.76,,,,
Qwen/Qwen3.5-4B-Base,32,gender_a,morphemic,25,0.5921299579362214,0.2621097369281786,0.88,,,,
Qwen/Qwen3.5-4B-Base,32,gender_a,delta,25,0.09572571813148567,0.07504916012269716,0.12,0.007108815243325914,0.1727836762015724,-0.04,0.28
Qwen/Qwen3.5-4B-Base,32,ly,native,40,0.6948701182056691,0.13771883256044418,0.9,,,,
Qwen/Qwen3.5-4B-Base,32,ly,morphemic,40,0.69134237977605,0.28891799808151875,0.95,,,,
Qwen/Qwen3.5-4B-Base,32,ly,delta,40,-0.003527738429619176,0.15119916552107457,0.04999999999999993,-0.05849936262949094,0.049439064718410454,-0.075,0.175
Qwen/Qwen3.5-4B-Base,32,ment,native,40,0.5003994205798888,0.2470748402588876,0.825,,,,
Qwen/Qwen3.5-4B-Base,32,ment,morphemic,40,0.5967144690861745,0.22847687190706742,0.875,,,,
Qwen/Qwen3.5-4B-Base,32,ment,delta,40,0.0963150485062857,-0.018597968351820177,0.050000000000000044,0.026785297560203095,0.15288573686018517,-0.1,0.2
Qwen/Qwen3.5-4B-Base,32,nom_cio,native,24,0.7121544670977626,0.2143857626232733,0.9166666666666666,,,,
Qwen/Qwen3.5-4B-Base,32,nom_cio,morphemic,24,0.7019655004366278,0.20754732751640068,0.9583333333333334,,,,
Qwen/Qwen3.5-4B-Base,32,nom_cio,delta,24,-0.01018896666113489,-0.006838435106872626,0.04166666666666674,-0.04936154798352673,0.026650375584589686,-0.08333333333333333,0.16666666666666666
Qwen/Qwen3.5-4B-Base,32,nom_tion,native,25,0.6412173319049418,0.24317424615243993,0.96,,,,
Qwen/Qwen3.5-4B-Base,32,nom_tion,morphemic,25,0.6338387309801518,0.24881295479727966,0.72,,,,
Qwen/Qwen3.5-4B-Base,32,nom_tion,delta,25,-0.007378600924790035,0.0056387086448397294,-0.24,-0.06611321407229354,0.050663864579475894,-0.4,-0.08
Qwen/Qwen3.5-4B-Base,32,ny,native,12,0.456698014035917,0.32834225874139833,0.8333333333333334,,,,
Qwen/Qwen3.5-4B-Base,32,ny,morphemic,12,0.46056680406858214,0.3983737073199912,1.0,,,,
Qwen/Qwen3.5-4B-Base,32,ny,delta,12,0.003868790032665159,0.07003144857859289,0.16666666666666663,-0.053372922176498326,0.07134595367126066,0.0,0.4166666666666667
Qwen/Qwen3.5-4B-Base,32,plural,native,30,0.482713623006345,0.19273008104069023,0.6333333333333333,,,,
Qwen/Qwen3.5-4B-Base,32,plural,morphemic,30,0.6465484481866297,0.1549048212798652,1.0,,,,
Qwen/Qwen3.5-4B-Base,32,plural,delta,30,0.1638348251802847,-0.037825259760825014,0.3666666666666667,0.10059832411406314,0.2069008470917199,0.2,0.5333333333333333
Qwen/Qwen3.5-4B-Base,32,plural_s,native,30,0.7030171127721925,0.14847681711095828,1.0,,,,
Qwen/Qwen3.5-4B-Base,32,plural_s,morphemic,30,0.7668936438904496,0.15263659645344743,1.0,,,,
Qwen/Qwen3.5-4B-Base,32,plural_s,delta,30,0.06387653111825708,0.0041597793424891505,0.0,0.041016438542060885,0.07967277915662904,0.0,0.0
Qwen/Qwen3.5-4B-Base,32,verb_em,native,25,0.6836170317779953,0.27171789727161494,0.6,,,,
Qwen/Qwen3.5-4B-Base,32,verb_em,morphemic,25,0.7011407297556194,0.3273926928186441,0.72,,,,
Qwen/Qwen3.5-4B-Base,32,verb_em,delta,25,0.017523697977624098,0.05567479554702914,0.12,-0.03711326987141081,0.06381834759319442,-0.08,0.32
BSC-LT/salamandra-2b,6,agent_dor,native,25,0.6230017495097071,0.09619490902965468,1.0,,,,
BSC-LT/salamandra-2b,6,agent_dor,morphemic,25,0.755581096541995,0.11038618932210495,1.0,,,,
BSC-LT/salamandra-2b,6,agent_dor,delta,25,0.1325793470322879,0.014191280292450273,0.0,,,,
BSC-LT/salamandra-2b,6,agent_er,native,25,0.5214455555880525,0.09367773793249164,1.0,,,,
BSC-LT/salamandra-2b,6,agent_er,morphemic,25,0.7741863919900976,0.21964107556481816,1.0,,,,
BSC-LT/salamandra-2b,6,agent_er,delta,25,0.25274083640204514,0.12596333763232653,0.0,,,,
BSC-LT/salamandra-2b,6,cedilla,native,13,0.43628507861101806,0.18012275990597865,1.0,,,,
BSC-LT/salamandra-2b,6,cedilla,morphemic,13,0.5989820266323987,0.259535997345849,0.9230769230769231,,,,
BSC-LT/salamandra-2b,6,cedilla,delta,13,0.16269694802138068,0.07941323743987033,-0.07692307692307687,,,,
BSC-LT/salamandra-2b,6,dim_et,native,30,0.3571446845497167,0.0859807796172422,0.9333333333333333,,,,
BSC-LT/salamandra-2b,6,dim_et,morphemic,30,0.6380838700428028,0.2141382986478029,0.8666666666666667,,,,
BSC-LT/salamandra-2b,6,dim_et,delta,30,0.28093918549308605,0.12815751903056072,-0.06666666666666665,,,,
BSC-LT/salamandra-2b,6,gem_lla,native,12,0.4509173233650663,0.22953760185904093,1.0,,,,
BSC-LT/salamandra-2b,6,gem_lla,morphemic,12,0.7061319365197075,0.31850957492891513,1.0,,,,
BSC-LT/salamandra-2b,6,gem_lla,delta,12,0.2552146131546412,0.0889719730698742,0.0,,,,
BSC-LT/salamandra-2b,6,gender_a,native,25,0.40013084829314755,0.09790445441726389,1.0,,,,
BSC-LT/salamandra-2b,6,gender_a,morphemic,25,0.7630165668903774,0.2061765362032429,0.96,,,,
BSC-LT/salamandra-2b,6,gender_a,delta,25,0.3628857185972299,0.108272081785979,-0.040000000000000036,,,,
BSC-LT/salamandra-2b,6,ly,native,40,0.5613397710285025,0.0913783807364886,1.0,,,,
BSC-LT/salamandra-2b,6,ly,morphemic,40,0.8196782491709197,0.13323318214933177,1.0,,,,
BSC-LT/salamandra-2b,6,ly,delta,40,0.25833847814241717,0.04185480141284317,0.0,,,,
BSC-LT/salamandra-2b,6,ment,native,40,0.4968669857544697,0.08734436067053647,0.95,,,,
BSC-LT/salamandra-2b,6,ment,morphemic,40,0.6662144571274246,0.10199293583820161,1.0,,,,
BSC-LT/salamandra-2b,6,ment,delta,40,0.16934747137295486,0.014648575167665143,0.050000000000000044,,,,
BSC-LT/salamandra-2b,6,nom_cio,native,24,0.6402356474836575,0.09255987456554814,1.0,,,,
BSC-LT/salamandra-2b,6,nom_cio,morphemic,24,0.8205559454904833,0.10490147859345403,1.0,,,,
BSC-LT/salamandra-2b,6,nom_cio,delta,24,0.1803202980068258,0.012341604027905892,0.0,,,,
BSC-LT/salamandra-2b,6,nom_tion,native,25,0.5731700161880917,0.1021231061566076,1.0,,,,
BSC-LT/salamandra-2b,6,nom_tion,morphemic,25,0.5611881714696013,0.1112703756871201,1.0,,,,
BSC-LT/salamandra-2b,6,nom_tion,delta,25,-0.011981844718490398,0.009147269530512508,0.0,,,,
BSC-LT/salamandra-2b,6,ny,native,12,0.385503872541008,0.17287768472947213,1.0,,,,
BSC-LT/salamandra-2b,6,ny,morphemic,12,0.6605316777888938,0.2522538073983747,1.0,,,,
BSC-LT/salamandra-2b,6,ny,delta,12,0.2750278052478858,0.0793761226689026,0.0,,,,
BSC-LT/salamandra-2b,6,plural,native,30,0.4308637018127256,0.0863138440366874,1.0,,,,
BSC-LT/salamandra-2b,6,plural,morphemic,30,0.699866100380529,0.45179669381868687,1.0,,,,
BSC-LT/salamandra-2b,6,plural,delta,30,0.2690023985678034,0.36548284978199946,0.0,,,,
BSC-LT/salamandra-2b,6,plural_s,native,30,0.5516407097042164,0.10367298003180724,1.0,,,,
BSC-LT/salamandra-2b,6,plural_s,morphemic,30,0.8145690622885616,0.11030281517019072,1.0,,,,
BSC-LT/salamandra-2b,6,plural_s,delta,30,0.2629283525843452,0.006629835138383486,0.0,,,,
BSC-LT/salamandra-2b,6,verb_em,native,25,0.6142151729181751,0.11099875054501984,1.0,,,,
BSC-LT/salamandra-2b,6,verb_em,morphemic,25,0.7408467170822507,0.12622193427018416,0.96,,,,
BSC-LT/salamandra-2b,6,verb_em,delta,25,0.12663154416407563,0.015223183725164319,-0.040000000000000036,,,,
BSC-LT/salamandra-2b,14,agent_dor,native,25,0.6436885140126628,0.12833537220951127,0.96,,,,
BSC-LT/salamandra-2b,14,agent_dor,morphemic,25,0.7878174797812442,0.1344704765721194,1.0,,,,
BSC-LT/salamandra-2b,14,agent_dor,delta,25,0.14412896576858136,0.00613510436260814,0.040000000000000036,,,,
BSC-LT/salamandra-2b,14,agent_er,native,25,0.6135003144159225,0.1284506904906923,1.0,,,,
BSC-LT/salamandra-2b,14,agent_er,morphemic,25,0.8218291829746933,0.29644281447218657,0.96,,,,
BSC-LT/salamandra-2b,14,agent_er,delta,25,0.20832886855877086,0.16799212398149427,-0.040000000000000036,,,,
BSC-LT/salamandra-2b,14,cedilla,native,13,0.4682052279094132,0.3198743976965878,1.0,,,,
BSC-LT/salamandra-2b,14,cedilla,morphemic,13,0.6437211531513557,0.2610587366533189,1.0,,,,
BSC-LT/salamandra-2b,14,cedilla,delta,13,0.17551592524194248,-0.05881566104326891,0.0,,,,
BSC-LT/salamandra-2b,14,dim_et,native,30,0.41787160076389046,0.16802482765775928,0.9333333333333333,,,,
BSC-LT/salamandra-2b,14,dim_et,morphemic,30,0.6728335108622568,0.24479574055406125,0.9,,,,
BSC-LT/salamandra-2b,14,dim_et,delta,30,0.2549619100983664,0.07677091289630197,-0.033333333333333326,,,,
BSC-LT/salamandra-2b,14,gem_lla,native,12,0.5239034469489573,0.20583557158422053,1.0,,,,
BSC-LT/salamandra-2b,14,gem_lla,morphemic,12,0.6828426605000161,0.404842438861238,1.0,,,,
BSC-LT/salamandra-2b,14,gem_lla,delta,12,0.15893921355105878,0.19900686727701747,0.0,,,,
BSC-LT/salamandra-2b,14,gender_a,native,25,0.49069718427825665,0.13512071061895545,1.0,,,,
BSC-LT/salamandra-2b,14,gender_a,morphemic,25,0.776829624738553,0.25107995743896283,0.84,,,,
BSC-LT/salamandra-2b,14,gender_a,delta,25,0.28613244046029634,0.11595924682000738,-0.16000000000000003,,,,
BSC-LT/salamandra-2b,14,ly,native,40,0.6568523863076957,0.18437743280610602,0.975,,,,
BSC-LT/salamandra-2b,14,ly,morphemic,40,0.8516596589861134,0.19889765176606047,1.0,,,,
BSC-LT/salamandra-2b,14,ly,delta,40,0.1948072726784177,0.01452021895995445,0.025000000000000022,,,,
BSC-LT/salamandra-2b,14,ment,native,40,0.535684998892491,0.10444733365914355,0.975,,,,
BSC-LT/salamandra-2b,14,ment,morphemic,40,0.6136338985487614,0.11921442127869944,1.0,,,,
BSC-LT/salamandra-2b,14,ment,delta,40,0.07794889965627039,0.014767087619555891,0.025000000000000022,,,,
BSC-LT/salamandra-2b,14,nom_cio,native,24,0.6408729622498786,0.12270174325470626,0.9583333333333334,,,,
BSC-LT/salamandra-2b,14,nom_cio,morphemic,24,0.8059290029248735,0.14156828471170152,0.9583333333333334,,,,
BSC-LT/salamandra-2b,14,nom_cio,delta,24,0.1650560406749949,0.01886654145699526,0.0,,,,
BSC-LT/salamandra-2b,14,nom_tion,native,25,0.6491007099596626,0.15954177237964623,1.0,,,,
BSC-LT/salamandra-2b,14,nom_tion,morphemic,25,0.6225509413728263,0.17725141953995874,1.0,,,,
BSC-LT/salamandra-2b,14,nom_tion,delta,25,-0.02654976858683633,0.01770964716031251,0.0,,,,
BSC-LT/salamandra-2b,14,ny,native,12,0.4295098565796816,0.20959095947085052,1.0,,,,
BSC-LT/salamandra-2b,14,ny,morphemic,12,0.6554919720934674,0.3570327266540028,1.0,,,,
BSC-LT/salamandra-2b,14,ny,delta,12,0.22598211551378583,0.1474417671831523,0.0,,,,
BSC-LT/salamandra-2b,14,plural,native,30,0.5514794282417678,0.15237878998379395,1.0,,,,
BSC-LT/salamandra-2b,14,plural,morphemic,30,0.72916789315795,0.44761797694412475,1.0,,,,
BSC-LT/salamandra-2b,14,plural,delta,30,0.1776884649161823,0.2952391869603308,0.0,,,,
BSC-LT/salamandra-2b,14,plural_s,native,30,0.7155259861770643,0.12920308256879237,1.0,,,,
BSC-LT/salamandra-2b,14,plural_s,morphemic,30,0.8850378904283677,0.1538589119837921,1.0,,,,
BSC-LT/salamandra-2b,14,plural_s,delta,30,0.16951190425130336,0.02465582941499972,0.0,,,,
BSC-LT/salamandra-2b,14,verb_em,native,25,0.606638906173671,0.13500684743257355,0.96,,,,
BSC-LT/salamandra-2b,14,verb_em,morphemic,25,0.7731626618910795,0.14147397529555011,0.96,,,,
BSC-LT/salamandra-2b,14,verb_em,delta,25,0.16652375571740852,0.006467127862976568,0.0,,,,
BSC-LT/salamandra-2b,21,agent_dor,native,25,0.6046536137964523,0.13952724593991075,0.96,,,,
BSC-LT/salamandra-2b,21,agent_dor,morphemic,25,0.7726550854495448,0.16960677297986992,0.88,,,,
BSC-LT/salamandra-2b,21,agent_dor,delta,25,0.16800147165309243,0.03007952703995917,-0.07999999999999996,0.114524295173195,0.2010288840135798,-0.24,0.08
BSC-LT/salamandra-2b,21,agent_er,native,25,0.566116824790269,0.1535773700339515,0.8,,,,
BSC-LT/salamandra-2b,21,agent_er,morphemic,25,0.8225063702537934,0.4145106192718906,0.8,,,,
BSC-LT/salamandra-2b,21,agent_er,delta,25,0.2563895454635243,0.2609332492379391,0.0,0.16426657860923255,0.3130811937161282,-0.2,0.2
BSC-LT/salamandra-2b,21,cedilla,native,13,0.45716570596429273,0.30936295919942797,0.7692307692307693,,,,
BSC-LT/salamandra-2b,21,cedilla,morphemic,13,0.6201145488456833,0.2758390392838582,0.7692307692307693,,,,
BSC-LT/salamandra-2b,21,cedilla,delta,13,0.16294884288139055,-0.033523919915569744,0.0,0.07376949294568291,0.20994190249917533,-0.3076923076923077,0.3076923076923077
BSC-LT/salamandra-2b,21,dim_et,native,30,0.3677873687228209,0.16104080643604174,0.7666666666666667,,,,
BSC-LT/salamandra-2b,21,dim_et,morphemic,30,0.61743273678897,0.24563753023347085,0.7333333333333333,,,,
BSC-LT/salamandra-2b,21,dim_et,delta,30,0.24964536806614912,0.08459672379742911,-0.03333333333333344,0.18022561155592834,0.2829967642140975,-0.23333333333333334,0.16666666666666666
BSC-LT/salamandra-2b,21,gem_lla,native,12,0.4783628149837172,0.21338029210054324,1.0,,,,
BSC-LT/salamandra-2b,21,gem_lla,morphemic,12,0.6513346719895251,0.449092374934692,1.0,,,,
BSC-LT/salamandra-2b,21,gem_lla,delta,12,0.17297185700580792,0.23571208283414877,0.0,0.04335042268239381,0.26401746546507987,0.0,0.0
BSC-LT/salamandra-2b,21,gender_a,native,25,0.5339499420806759,0.14036200589839087,0.84,,,,
BSC-LT/salamandra-2b,21,gender_a,morphemic,25,0.8074188419129004,0.21971207891740208,0.84,,,,
BSC-LT/salamandra-2b,21,gender_a,delta,25,0.27346889983222444,0.0793500730190112,0.0,0.19614674310712896,0.31688346480551205,-0.2,0.16
BSC-LT/salamandra-2b,21,ly,native,40,0.6210213631248791,0.13014784153678383,0.775,,,,
BSC-LT/salamandra-2b,21,ly,morphemic,40,0.803927581155242,0.2626106569066175,0.95,,,,
BSC-LT/salamandra-2b,21,ly,delta,40,0.1829062180303629,0.13246281536983368,0.17499999999999993,0.1187280780430784,0.23316218737988814,0.05,0.325
BSC-LT/salamandra-2b,21,ment,native,40,0.5311741598492677,0.10589147477188081,0.625,,,,
BSC-LT/salamandra-2b,21,ment,morphemic,40,0.5270930229330612,0.15842354293367727,0.95,,,,
BSC-LT/salamandra-2b,21,ment,delta,40,-0.004081136916206596,0.052532068161796466,0.32499999999999996,-0.04148113889457899,0.04206801854440134,0.175,0.475
BSC-LT/salamandra-2b,21,nom_cio,native,24,0.6339561557644641,0.12163507574167691,0.9166666666666666,,,,
BSC-LT/salamandra-2b,21,nom_cio,morphemic,24,0.7809660681789491,0.19961548015763983,0.9166666666666666,,,,
BSC-LT/salamandra-2b,21,nom_cio,delta,24,0.14700991241448502,0.07798040441596292,0.0,0.10823982187197904,0.16435509070517743,-0.16666666666666666,0.16666666666666666
BSC-LT/salamandra-2b,21,nom_tion,native,25,0.6122367002816455,0.2624810631618724,0.96,,,,
BSC-LT/salamandra-2b,21,nom_tion,morphemic,25,0.597059795613401,0.22870030449765225,0.84,,,,
BSC-LT/salamandra-2b,21,nom_tion,delta,25,-0.015176904668244506,-0.03378075866422017,-0.12,-0.06503927419937168,0.034699899691683314,-0.28099999999999997,0.04
BSC-LT/salamandra-2b,21,ny,native,12,0.44129212310451615,0.22408853738101375,1.0,,,,
BSC-LT/salamandra-2b,21,ny,morphemic,12,0.6571392436695629,0.4988307185280359,1.0,,,,
BSC-LT/salamandra-2b,21,ny,delta,12,0.21584712056504674,0.27474218114702215,0.0,0.11300180830638884,0.26548552993409846,0.0,0.0
BSC-LT/salamandra-2b,21,plural,native,30,0.5447367425725128,0.14122305561348916,0.9333333333333333,,,,
BSC-LT/salamandra-2b,21,plural,morphemic,30,0.7307424732757856,0.5619397699106474,0.9666666666666667,,,,
BSC-LT/salamandra-2b,21,plural,delta,30,0.18600573070327275,0.4207167142971583,0.033333333333333326,0.10553037130843258,0.2645259268916781,-0.06666666666666667,0.1341666666666659
BSC-LT/salamandra-2b,21,plural_s,native,30,0.7173245640279724,0.18517860697275773,1.0,,,,
BSC-LT/salamandra-2b,21,plural_s,morphemic,30,0.9083862032240579,0.13058172598294335,1.0,,,,
BSC-LT/salamandra-2b,21,plural_s,delta,30,0.19106163919608554,-0.054596880989814384,0.0,0.15558370933869956,0.21510145648084417,0.0,0.0
BSC-LT/salamandra-2b,21,verb_em,native,25,0.5195547140362011,0.1452756078984494,0.88,,,,
BSC-LT/salamandra-2b,21,verb_em,morphemic,25,0.7601037456116829,0.12222513533212605,0.68,,,,
BSC-LT/salamandra-2b,21,verb_em,delta,25,0.2405490315754818,-0.02305047256632335,-0.19999999999999996,0.19037706726514053,0.25793182062079917,-0.4,-0.03900000000000091
